name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Aguas Riojanas,Agua,web@aguasriojanas.com.ar,+548008880707,+5493804551200,+5493804551200,Av San Francisco 268,La Rioja - La Rioja,,http://www.aguasriojanas.com.ar,https://www.instagram.com/aguasriojanasoficial/,https://www.facebook.com/aguasriojana/,,Paginas Amarillas,93,A,whatsapp
Ariel Ramírez Techos,Agua,lr_techos@hotmail.com,+5491169784346,+5491169784346,+5491169784346,Francisco Borges 4279,Munro - Buenos Aires,,http://www.arielramireztechos.com,https://www.instagram.com/arieltechos/?hl=es,https://www.facebook.com/ariel-ramirez-techos-103381334580203,,Paginas Amarillas,93,A,whatsapp
Casa Urquiza,Agua,casaurquiza_@hotmail.com,+5493534293840,+5493534016767,+5493534016767,Int Maciel 653,Villa María - Cordoba,,http://www.casaurquizacordoba.com,https://www.instagram.com/casa.urquiza/,https://www.facebook.com/casa-urquiza-109795947414526,,Paginas Amarillas,93,A,whatsapp
Cunagua Agua Mineral,Agua,cunagua.empresa@gmail.com,+543514652401,+5493516577128,+5493516577128,F De Arteaga 2437,Córdoba - Cordoba,,http://www.cunaguacordoba.com,https://www.instagram.com/aguacunagua/?hl=es,https://www.facebook.com/cunaguacordoba,,Paginas Amarillas,93,A,whatsapp
Energética Sur,Agua,consultas@energeticasur.com,+5491156627164,+5491156627164,+5491156627164,Calle 371 535,Ranelagh - Buenos Aires,,https://www.energeticasur.com/,https://www.instagram.com/energeticasur/,https://www.facebook.com/energeticasur,,Paginas Amarillas,93,A,whatsapp
Fischetti y Cia SRL,Agua,ivess@fischetti.com.ar,+541146011754,+5491131446366,+5491131446366,Montiel 5248,Villa Riachuelo - Ciudad de Buenos Aires,,http://www.lapurezadelagua.com.ar,https://www.instagram.com/lapurezadelagua/,https://www.facebook.com/lapurezadelagua/,,Paginas Amarillas,93,A,whatsapp
Perforaciones Beto,Agua,betoperforaciones@gmail.com,+5491135516658,+5491168590599,+5491168590599,rudecindo alvarado 4565,José C Paz - Buenos Aires,,http://www.perforacionesbeto.com,https://www.instagram.com/perforaciones_beto/,https://www.facebook.com/perforacionesbeto.com.ar,,Paginas Amarillas,93,A,whatsapp
Aclimatarservice,Aire Acondicionado,gaston.81@hotmail.com,+5491138254737,+5491138254737,+5491138254737,D Purita 2351,Lanús - Buenos Aires,,http://www.aclimatarrefrigeracion.com,https://www.instagram.com/acli_matarefrigeracondicionado/,https://www.facebook.com/aclimatarservice,,Paginas Amarillas,93,A,whatsapp
Airtec Refrigeración Fc - Servicio Tecnico e Instalación de Aire Acondicionado,Aire Acondicionado,franciscoco@gmail.com,+5491153352017,+5491153352017,+5491153352017,Libertad 310,Escobar - Buenos Aires,,http://www.airtecrefrigeracionfc.com,https://www.instagram.com/airtec_refrigeracion/,https://www.facebook.com/airteclimatizacion,,Paginas Amarillas,93,A,whatsapp
Altec Refrigeracion,Aire Acondicionado,altec.refrigeracion@hotmail.com,+5491157642866,+5491155280692,+5491155280692,El Payador 5580,Villa Bosch - Buenos Aires,,http://www.altecrefrigeracion.com,https://www.instagram.com/altecrefrigeracion/?hl=es,https://www.facebook.com/altecrefrig,,Paginas Amarillas,93,A,whatsapp
Everest Climatizaciones,Aire Acondicionado,everestclimatizaciones@gmail.com,+5492996084953,+5492996084953,+5492996084953,Independencia 418,Cipolletti - Rio Negro,,www.everestclimatizaciones.com,https://www.instagram.com/everest.climatizaciones/,https://www.facebook.com/100063699544799,,Paginas Amarillas,93,A,whatsapp
Hotel Gran Habana,Aire Acondicionado,hotelhabana@gmail.com,+543858421086,+5493858402597,+5493858402597,25 De Mayo 350,Río Hondo - Santiago del Estero,,http://www.hotelgranhabana.com,https://www.instagram.com/granhotelhabana,https://www.facebook.com/hotelgranhabana,,Paginas Amarillas,93,A,whatsapp
Hotel Parai Maru,Aire Acondicionado,greppisamuel@yahoo.com.ar,+5493585743808,+5493585743808,+5493585743808,Juan Pablo II 578,General Deheza - Cordoba,,http://www.hotelparaimaru.com,https://www.instagram.com/hotel_parai_maru/?hl=es,https://www.facebook.com/hotelparaimaru,,Paginas Amarillas,93,A,whatsapp
Hotel Vista del Sol,Aire Acondicionado,daly0028@hotmail.com,+5493857434343,+5493857434343,+5493857434343,Ruta nacional 34 495 Ruta 34 495,Santiago del Estero - Santiago del Estero,,http://www.hotelvistadelsol.com,https://www.instagram.com/hotelvistadelsol/,https://www.facebook.com/hotelvistadelsol,,Paginas Amarillas,93,A,whatsapp
Hotel y Confiteria Alberghini,Aire Acondicionado,alberghinihotel690@gmail.com,+542266431397,+5492266460308,+5492266460308,Bv J Kelly 688,Balcarce - Buenos Aires,,http://www.hotelalberghini.com,https://www.instagram.com/hotelalberghini/,https://www.facebook.com/AlberghiniHotel,,Paginas Amarillas,93,A,whatsapp
La Posta del Tala,Aire Acondicionado,lagrego1976@outlook.com,+5493434713009,+5493434713009,+5493434713009,San Martín 273,Rosario del Tala - Entre Rios,,http://www.lapostadeltala.com,https://www.instagram.com/lapostadeltala_,https://www.facebook.com/laposta.deltala,,Paginas Amarillas,93,A,whatsapp
Moroni SRL,Aire Acondicionado,info@moronisrl.com.ar,+543537426475,+5493537601579,+5493537601579,Gral Paz 30,Bell Ville - Cordoba,,https://www.moronisrl.com.ar,https://www.instagram.com/refrigeracionmoroni/,https://www.facebook.com/MoroniGastronomiabv/,,Paginas Amarillas,93,A,whatsapp
Motel y Restaurante Aca Cipolletti,Aire Acondicionado,solm@motelacacipolletti.com.ar,+542994781827,+5492996259042,+5492996259042,Ruta 22,Cipolletti - Rio Negro,,http://www.motelacacipolletti.com.ar,https://www.instagram.com/restaurantacacipolletti/?hl=es,https://www.facebook.com/motelacacipolletti,,Paginas Amarillas,93,A,whatsapp
Parabrisas San Rafael,Aire Acondicionado,sergiosuarez72@hotmail.com,+5492245500530,+5492245500530,+5492245500530,San Martín 1465,Dolores - Buenos Aires,,http://www.parabrisassanrafael.com,https://www.instagram.com/sanrafael_paint/,https://www.facebook.com/parabrisas-san-rafael-300543994111799,,Paginas Amarillas,93,A,whatsapp
Taller Mecánico An-Di,Aire Acondicionado,mecanicaandi@hotmail.com,+541149418888,+5491152280596,+5491152280596,Matheu 1895 Piso PB,Parque Patricios - Ciudad de Buenos Aires,,https://www.mecanicaandi.com/,https://www.instagram.com/mecanicaandi/,https://www.facebook.com/taller-mecanico-an-di-106072624103442,,Paginas Amarillas,93,A,whatsapp
Taller Mecánico Marchionni Hermanos Servicio Multimarca,Aire Acondicionado,marchionni386@gmail.com,+542613976798,+5492617106217,+5492617106217,P Toso 1201,San José - Mendoza,,http://www.marchionnicarservice.com,https://www.instagram.com/marchionnimecanica/?hl=es-la,https://www.facebook.com/marchionni-mec%c3%a1nica-107874117604268,,Paginas Amarillas,93,A,whatsapp
Thermal House,Aire Acondicionado,info.thermalhouse@gmail.com,+5491150219300,+5491150219300,+5491150219300,Los Cerros 1280,Loma Verde - Buenos Aires,,http://www.thermalhouse.com.ar,https://www.instagram.com/thermal_house_/,https://www.facebook.com/Thermal-house-100063943184693/,,Paginas Amarillas,93,A,whatsapp
Boreas S. H,Aire Acondicionado Automotor,ventas@climaboreas.com.ar,+5491149602475,+5491149602475,+5491149602475,Cosme Argerich 1966,Villa Adelina - Buenos Aires,,http://www.boreassh.com,https://instagram.com/boreas_s.h?igshid=yyzlov8dipqc,https://www.facebook.com/bóreas-sh-164930867452648,,Paginas Amarillas,93,A,whatsapp
Brothers Sólo Fierros,Aire Acondicionado Automotor,brothers.sf@gmail.com,+5492215231772,+5492215231772,+5492215231772,Av. 44 1861 entre C. 132 y C. 133,La Plata - Buenos Aires,,http://www.brotherssolofierros.com.ar/,https://www.instagram.com/brothers.laplata/,https://www.facebook.com/brothers-solofierros-109007583106871,,Paginas Amarillas,93,A,whatsapp
Casa Macri,Aire Acondicionado Automotor,repuestos@casamacri.com,+5491138256587,+5491138256587,+5491138256587,Tucumán 403,Pilar - Buenos Aires,,http://www.casa-macri.com,https://www.instagram.com/casamacri/,https://www.facebook.com/casamacri/,,Paginas Amarillas,93,A,whatsapp
David - Aire Acondicionado,Aire Acondicionado Automotor,ventas@davidaireacondicionado.com,+543764848658,+5493764608468,+5493764608468,Ruta 12 2404,Posadas - Misiones,,http://www.davidaireacondicionado.com/,https://www.instagram.com/david.aire.acondicionado/,https://www.facebook.com/david-aire-acondicionado-139086409496293,,Paginas Amarillas,93,A,whatsapp
Refrigeración Azar,Aire Acondicionado Automotor,refrigeracionazar@hotmail.com,+541146656100,+549111564234472,+549111564234472,General J A Roca 2645,Hurlingham - Buenos Aires,,http://www.refrigeracionazar.com.ar/,https://www.instagram.com/refrigeracionazar/?hl=es-la,https://www.facebook.com/refrigeracionazar2645,,Paginas Amarillas,93,A,whatsapp
Service Integral del Automotor,Aire Acondicionado Automotor,serviceautopartes@gmail.com,+5492994539472,+5492994539472,+5492994539472,Av. Roque Saenz Peña 60,Catriel - Rio Negro,,http://www.serviceintegraldelautomotor.com,https://www.instagram.com/serviceautopartes/,https://www.facebook.com/autopartes.velez.9,,Paginas Amarillas,93,A,whatsapp
Servicio Técnico Gafa y Electrolux,Aire Acondicionado Automotor,roquelcampos@hotmail.com,+5493515194504,+5493515194504,+5493515194504,Panamá 2239,Córdoba - Cordoba,,http://www.gafaservitec.com,https://www.instagram.com/servi_tecok/,https://www.facebook.com/servitec.okey,,Paginas Amarillas,93,A,whatsapp
Distrito 2 - Construcción en Seco,Aislaciones,info@distrito2ldz.com,+541154305052,+5491157365358,+5491157365358,General Lavalle 101,Temperley - Buenos Aires,,https://www.distrito2ldz.com,https://www.instagram.com/distrito2enseco/,https://www.facebook.com/distrito.construccionenseco,,Paginas Amarillas,93,A,whatsapp
El Fuerte Materiales,Aislaciones,elfuertemateriales@hotmail.com,+542920461383,+5492920577008,+5492920577008,González 629,Carmen de Patagones - Buenos Aires,,http://www.elfuertemateriales.com,https://www.instagram.com/elfuertemateriale,https://www.facebook.com/el-fuerte-materiales-1509829062562619,,Paginas Amarillas,93,A,whatsapp
El Outlet del Revestimiento,Aislaciones,eloutletdelrevestimiento@gmail.com,+5493416360031,+5493416360031,+5493416360031,Av San Martín 1337,Pérez - Santa Fe,,http://www.eloutletdelrevestimiento.com,https://www.instagram.com/eloutletdelrevestimiento/,https://www.facebook.com/eloutletdelrevestimiento,,Paginas Amarillas,93,A,whatsapp
Materiales Alsina SRL,Aislaciones,materialesalsinasrl@hotmail.com,+542284426493,+5492284685729,+5492284685729,Av Avellaneda 3530,Olavarría - Buenos Aires,,https://www.materialesalsina.com.ar/,https://www.instagram.com/materialesalsinasrl/,https://www.facebook.com/materialesalsinasrl,,Paginas Amarillas,93,A,whatsapp
Materiales Yrigoyen SRL,Aislaciones,info@materialesyrigoyen.com.ar,+541147176116,+5491134931267,+5491134931267,H Yrigoyen 3090,Martínez - Buenos Aires,,http://www.materialesyrigoyen.com.ar,https://www.instagram.com/materialesyrigoyen/,https://www.facebook.com/materialesyrigoyen1540,,Paginas Amarillas,93,A,whatsapp
Mazzocca y Cía.,Aislaciones,rominafranco207@gmail.com,+5492804676352,+5492804676352,+5492804676352,Av H Yrigoyen 2062,Trelew - Chubut,,http://www.mazzoccaycia.com,https://www.instagram.com/mazzoccapatagonia/,https://www.facebook.com/mazzocca-c%c3%ada-1479835525590047,,Paginas Amarillas,93,A,whatsapp
Roberto Gallo Impermeabilizaciones,Aislaciones,robertogallotandil@hotmail.com,+5492494309420,+5492494309420,+5492494309420,Napaleofu 254,Tandil - Buenos Aires,,http://www.galloroberto-impermeabilizaciones.com,https://www.instagram.com/membranas_tandil_robertogallo/,https://www.facebook.com/profile.php?id=100063671377202,,Paginas Amarillas,93,A,whatsapp
Stone House,Aislaciones,stonehouseneco@hotmail.com,+5492262578670,+5492262578670,+5492262578670,Av 42 4254,Necochea - Buenos Aires,,http://www.stonehouserevestimientos.com,https://www.instagram.com/stonehouserevestimientos/,https://www.facebook.com/stone-house-1967811190174672,,Paginas Amarillas,93,A,whatsapp
Alambrados Valentino,Alambrados,alambrados.valentino06@gmail.com,+5491123991479,+5491123991479,+5491123991479,Av J M De Rosas 26300,Virrey del Pino - Buenos Aires,,http://www.alambradosvalentino.com,https://www.instagram.com/alambradosvalentino,https://www.facebook.com/alambradosvalentino,,Paginas Amarillas,93,A,whatsapp
Autoacc Accesorios para Autos,Alarmas,autoaccagenda@gmail.com,+5491164830754,+5491164830754,+5491164830754,Av Libertador 6514,Belgrano - Ciudad de Buenos Aires,,http://www.autoacc.com.ar/,https://www.instagram.com/autoacc.pola/,https://www.facebook.com/autoaccbelgrano,,Paginas Amarillas,93,A,whatsapp
Casa Domine,Alarmas,ventas@casadomine.com,+541142942034,+5491153849564,+5491153849564,Av Espora 35,Adrogué - Buenos Aires,,http://www.casa-domine.com,https://www.instagram.com/casadomine,https://www.facebook.com/casadomine,,Paginas Amarillas,93,A,whatsapp
Indira Baterías,Alarmas,indirabaterias@gmail.com,+5493413778455,+5493413778455,+5493413778455,Bv Villada 3207,Casilda - Santa Fe,,https://indira-baterias.negocio.site/,https://www.instagram.com/indira_baterias/,https://www.facebook.com/indira.baterias,,Paginas Amarillas,93,A,whatsapp
Intech Pro,Alarmas,intechpro@gmail.com,+5493884977167,+5493884977167,+5493884977167,Almafuerte 97,San Salvador de Jujuy - Jujuy,,http://www.intechpro.com.ar,https://www.instagram.com/intechproarg/,https://www.facebook.com/intech-269439343250578,,Paginas Amarillas,93,A,whatsapp
Itt Seguridad,Alarmas,juanservadei@ittconsultoria.com,+5493512668080,+5493512668080,+5493512668080,G Gavier 1854,Córdoba - Cordoba,,http://www.ittseguridad.com,https://www.instagram.com/itt.arg/?hl=es,https://www.facebook.com/seculeader,,Paginas Amarillas,93,A,whatsapp
Omega Security System,Alarmas,omega.s.a@hotmail.com,+5491170373918,+5491170373918,+5491170373918,Perdriel 2893,Remedios de Escalada - Buenos Aires,,http://www.omega-seguridad.com,https://www.instagram.com/omegaseguridadweb/,https://www.facebook.com/omegaseguridadweb,,Paginas Amarillas,93,A,whatsapp
Accesorios Newbery de Quinodoz,Alfombras,accesorios.newbery@gmail.com,+543462431500,+5493462233855,+5493462233855,J Newbery 1927,Venado Tuerto - Santa Fe,,http://www.accesoriosnewbery.com,https://www.instagram.com/autocositas/,https://www.facebook.com/Accesorios-Newbery-100055486998996,,Paginas Amarillas,93,A,whatsapp
Alfombras Tauro,Alfombras,alfombrastauro@hotmail.com,+541147921275,+5491147924014,+5491147924014,Gral Alvear 320 Piso 1,Martínez - Buenos Aires,,https://alfombrastauro.com.ar/,https://www.instagram.com/alfombrastauro/?hl=es-la,https://www.facebook.com/alfombrastauro,,Paginas Amarillas,93,A,whatsapp
C V Limpio Limpieza Profesional,Alfombras,cvlimpio.limpiezadetapizados@gmail.com,+5491163524324,+5491163524324,+5491163524324,Nuestras Malvinas 1184,Boulogne Sur Mer - Buenos Aires,,http://www.cvlimpio-limpiezaprofesional.com,https://instagram.com/cvlimpio?utm_medium=copy_link,https://www.facebook.com/cv-limpieza-de-tapizados-108838974758205,,Paginas Amarillas,93,A,whatsapp
Canu Home,Alfombras,canuhome1@gmail.com,+5491165294081,+5491165294081,+5491165294081,Nicaragua 5544,Palermo Hollywood - Ciudad de Buenos Aires,,https://canuhome.mitiendanube.com/,https://www.instagram.com/canu.home/?hl=es-la,https://www.facebook.com/canuhome,,Paginas Amarillas,93,A,whatsapp
Carlos Mellado Alfombras,Alfombras,carlosmelladoalfombras@gmail.com,+542614380460,+5492616600246,+5492616600246,Paraná 876,Mendoza - Mendoza,,http://www.mellado-alfombras.com,https://www.instagram.com/melladorevestimientos,https://www.facebook.com/melladorevestimientos,,Paginas Amarillas,93,A,whatsapp
Fapa Repuestos,Alfombras,faparepuestos@hotmail.com,+5493584844361,+5493584844361,+5493584844361,Gob Guzmán S/N,Río Cuarto - Cordoba,,https://www.facebook.com/people/FAPA-Repuestos/100072102728176/,https://www.instagram.com/faparepuestos/,https://www.facebook.com/profile.php?id=100072102728176,,Paginas Amarillas,93,A,whatsapp
L Elité Deco,Alfombras,lelitemartinez@gmail.com,+541145809550,+5491158393996,+5491158393996,Colect Panamericana 981,Martínez - Buenos Aires,,http://www.lelitedeco.com,https://www.instagram.com/lelitedecomartinez,https://www.facebook.com/lelitedecomartinez,,Paginas Amarillas,93,A,whatsapp
Megaclean,Alfombras,comercial@megaclean.com.ar,+543515890570,+5493517162806,+5493517162806,Dr A Orgaz 184,Córdoba - Cordoba,,http://www.megaclean.com.ar,https://www.instagram.com/megacleancba,https://www.facebook.com/megacleancba,,Paginas Amarillas,93,A,whatsapp
Agro Veterinaria Rio Cuarto,Alimentos Balanceados,agrovetriocuarto@hotmail.com,+543584624460,+5493584224050,+5493584224050,Moreno 627,Río Cuarto - Cordoba,,http://www.agroveterinariariocuarto.com,https://www.instagram.com/agrovet_rio_cuarto/,https://www.facebook.com/agroveterinaria-rio-cuarto-2113496608676858,,Paginas Amarillas,93,A,whatsapp
Cemevet Centro Medico Veterinario,Alimentos Balanceados,cemevetcomelli@gmail.com,+5493487544000,+5493487529383,+5493487529383,Alte G Brown 774,Zárate - Buenos Aires,,http://www.cemevetcentromedicoveterinario.com,https://www.instagram.com/cemevet_comelli/,https://www.facebook.com/Cemevet-Comelli,,Paginas Amarillas,93,A,whatsapp
Centro Medico Veterinario Av de Mayo,Alimentos Balanceados,vete918@hotmail.com??,+5491165241188,+5491165241188,+5491165241188,Av De Mayo 918,Villa Adelina - Buenos Aires,,www.vetavmayo.com.ar,https://www.instagram.com/veteavenidademayo/?hl=es-la,https://www.facebook.com/centro-medico-veterinario-av-de-mayo-1117773931690705,,Paginas Amarillas,93,A,whatsapp
Flora y Fauna Vivero y Veterinaria,Alimentos Balanceados,luistabor@yahoo.com.ar,+5493546480712,+5493546526699,+5493546526699,Av. Int. A. Llanos 196,Santa Rosa de Calamuchita - Cordoba,,https://florayfaunastore.com.ar/,https://www.instagram.com/florayfauna.store/,https://www.facebook.com/florayfaunastore,,Paginas Amarillas,93,A,whatsapp
Galletto - Clínica Veterinaria,Alimentos Balanceados,luis-galletto@hotmail.com,+543543446824,+5493513073930,+5493513073930,Av R Núñez 5290,Córdoba - Cordoba,,http://www.gallettoclinicaveterinaria.com,https://www.instagram.com/gallettoveterinaria/,https://www.facebook.com/veterinaria-galletto-816738538340214,,Paginas Amarillas,93,A,whatsapp
Hospital Veterinario Zatun,Alimentos Balanceados,hospitalveterinariozatun@gmail.com,+5492392442029,+5492392442029,+5492392442029,Av G Salinas 1215,Trenque Lauquen - Buenos Aires,,https://www.facebook.com/profile.php?id=100054290479759,https://www.instagram.com/zatunhospitalveterinario/?igshid=M2RkZGJiMzhjOQ%3D%3D,https://www.facebook.com/hospital-veterinario-zatun-309767229605637,,Paginas Amarillas,93,A,whatsapp
